run_id,fold,validauc,validacc,timestamp,best_epoch,model_save_path
v94cdo0p,4,0.9251851929685656,0.8763868576810285,1735074432.8017988,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_4_0.3_128_256_4_2_0.001_1_1_[3, 5]_4a7c937c-ad84-45cb-84ab-77dee2b41e72/"
lldul4ve,0,0.9233204912154463,0.8665755089638407,1735074383.830292,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_3407_0_0.3_128_256_4_1_0.001_1_1_[3, 5]_eec2d321-3f49-42ac-8f31-d9507304e391/"
nul4ksap,2,0.9248418546662522,0.8701663116500082,1735074366.6332498,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_3407_2_0.3_128_256_8_1_0.001_1_1_[3, 5]_539c886f-fc35-440b-bed6-814164bb2739/"
4cs3vwcb,3,0.9262362579822736,0.8774011015446039,1735074430.6136312,28,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_3_0.3_128_256_4_1_0.0001_1_1_[3, 5]_20c67d13-7a37-451a-8c40-931846e7fd2b/"
gyqoyu3z,4,0.9262918603144404,0.8775660216996807,1735074333.849682,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_4_0.3_128_256_4_1_0.001_1_1_[3, 5]_3555fe4f-0484-4d29-9435-a3fae3f67cde/"
fxpruwxo,2,0.9246033704014032,0.870835381506363,1735074286.710385,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_2_0.3_128_256_4_1_0.001_1_1_[3, 5]_c743596e-1bf1-436a-81af-7c38236887bf/"
4pmcfhdk,4,0.9262918603144404,0.8775660216996807,1735074258.4061103,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_4_0.3_128_256_4_1_0.001_1_1_[3, 5]_512577f6-8877-42ba-9e73-af49e813f4d2/"
ujcclw5w,2,0.9253228246962102,0.8712996340597521,1735074210.7598505,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_2_0.3_128_256_8_1_0.001_1_1_[3, 5]_b2fe32b8-ad11-494b-a730-896c1019fda0/"
vkx4cgxs,4,0.9258375652149788,0.8788600393565134,1735074177.504622,5,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_3407_4_0.3_128_256_4_1_0.001_1_1_[3, 5]_fc16cb14-3e4d-446d-b6fd-4648b5cd416a/"
9q3oj5wi,0,0.9248422724465296,0.867584320875114,1735074308.2760065,27,"models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005/algebra2005_akt_qid_models/akt_AKT_CONV_DYNROUTINE_V5_A5_tiaocan_algebra2005_42_0_0.3_128_256_8_2_0.0001_1_1_[3, 5]_08d8a820-8d3f-474e-8b32-e9cfa0de077f/"
